latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
25.272406,51.567566,2.0,10800,Asia/Qatar,GMT+3

time,temperature_2m_mean (°C),temperature_2m_max (°C)
2024-06-08,33.3,39.7
2024-06-09,32.7,37.0
2024-06-10,33.2,39.7
2024-06-11,35.3,45.2
2024-06-12,37.3,46.5
2024-06-13,37.1,42.5
2024-06-14,37.5,45.1
2024-06-15,35.4,43.5
2024-06-16,34.2,40.0
2024-06-17,35.2,42.7
2024-06-18,35.7,42.0
2024-06-19,37.7,46.1
2024-06-20,37.7,45.5
2024-06-21,35.8,43.5
2024-06-22,36.1,45.2
2024-06-23,35.6,41.4
2024-06-24,37.0,44.6
2024-06-25,38.7,46.5
2024-06-26,39.4,46.0
2024-06-27,37.7,45.9
2024-06-28,35.7,42.1
2024-06-29,35.5,44.2
2024-06-30,35.6,44.1
2024-07-01,37.8,45.7
2024-07-02,39.0,45.5
2024-07-03,39.1,44.2
2024-07-04,37.9,43.8
2024-07-05,38.3,44.3
2024-07-06,36.4,45.1
2024-07-07,34.8,40.8
2024-07-08,35.1,41.2
2024-07-09,35.4,41.2
2024-07-10,35.9,41.2
2024-07-11,36.6,42.9
2024-07-12,38.8,47.4
2024-07-13,39.7,47.6
2024-07-14,38.3,44.1
2024-07-15,38.0,44.5
2024-07-16,35.3,41.5
2024-07-17,37.4,44.4
2024-07-18,38.9,45.5
2024-07-19,38.1,44.8
2024-07-20,36.8,43.1
2024-07-21,38.5,45.6
2024-07-22,38.7,44.8
2024-07-23,38.9,45.6
2024-07-24,38.1,46.3
2024-07-25,39.0,46.4
2024-07-26,38.4,46.0
2024-07-27,39.0,45.2
2024-07-28,39.1,44.9
2024-07-29,38.4,43.7
2024-07-30,34.7,40.7
2024-07-31,33.9,38.2
2024-08-01,36.5,42.2
2024-08-02,39.1,45.4
2024-08-03,38.9,44.0
2024-08-04,38.6,44.3
2024-08-05,37.3,44.0
2024-08-06,34.8,40.1
2024-08-07,35.3,40.9
2024-08-08,35.2,40.7
2024-08-09,34.3,37.2
2024-08-10,34.8,38.0
2024-08-11,34.8,38.9
2024-08-12,34.8,38.9
2024-08-13,35.3,39.5
2024-08-14,35.3,39.7
2024-08-15,35.0,39.6
2024-08-16,37.1,45.5
2024-08-17,35.0,40.5
2024-08-18,34.5,37.8
2024-08-19,35.3,38.7
2024-08-20,35.5,38.6
2024-08-21,35.7,39.3
2024-08-22,35.4,38.2
2024-08-23,35.1,38.3
2024-08-24,35.6,40.4
2024-08-25,36.0,40.8
2024-08-26,36.4,42.8
2024-08-27,36.3,42.2
2024-08-28,36.1,40.8
2024-08-29,36.6,44.0
2024-08-30,37.3,44.0
2024-08-31,35.3,41.3
2024-09-01,33.8,38.7
2024-09-02,34.3,38.7
2024-09-03,34.2,39.5
2024-09-04,33.9,39.1
2024-09-05,34.2,39.5
2024-09-06,34.2,40.5
2024-09-07,33.2,38.2
2024-09-08,33.8,39.2
2024-09-09,33.9,39.8
2024-09-10,36.1,45.0
2024-09-11,34.4,41.0
2024-09-12,33.9,38.3
2024-09-13,34.8,40.5
2024-09-14,33.9,38.8
2024-09-15,35.2,41.3
2024-09-16,35.1,40.4
2024-09-17,34.2,39.0
2024-09-18,33.5,39.2
2024-09-19,33.6,38.9
2024-09-20,32.8,37.5
2024-09-21,33.0,38.2
2024-09-22,33.4,38.2
2024-09-23,34.0,41.0
2024-09-24,34.4,40.8
2024-09-25,34.5,41.7
2024-09-26,34.2,40.0
2024-09-27,32.5,38.2
2024-09-28,32.4,40.5
2024-09-29,31.4,37.2
2024-09-30,33.2,38.9
2024-10-01,34.2,39.3
2024-10-02,33.6,37.3
2024-10-03,33.1,38.1
2024-10-04,32.9,38.8
2024-10-05,31.6,36.8
2024-10-06,30.8,37.2
2024-10-07,29.7,33.8
2024-10-08,32.0,35.5
2024-10-09,31.1,34.5
2024-10-10,31.1,35.6
2024-10-11,31.2,35.7
2024-10-12,30.7,34.4
2024-10-13,31.3,36.2
2024-10-14,30.1,34.9
2024-10-15,30.9,35.3
2024-10-16,29.8,34.7
2024-10-17,30.2,33.9
2024-10-18,30.4,33.5
2024-10-19,31.7,34.1
2024-10-20,31.4,36.9
2024-10-21,30.7,37.7
2024-10-22,30.2,35.2
2024-10-23,30.2,33.9
2024-10-24,30.6,34.8
2024-10-25,28.4,32.2
2024-10-26,27.8,32.0
2024-10-27,27.8,32.3
2024-10-28,27.9,32.7
2024-10-29,27.4,32.0
2024-10-30,27.5,32.6
2024-10-31,27.6,32.2
2024-11-01,27.0,32.9
2024-11-02,27.9,33.5
2024-11-03,28.3,34.7
2024-11-04,27.3,33.5
2024-11-05,27.1,32.7
2024-11-06,26.9,31.9
2024-11-07,27.1,33.0
2024-11-08,26.8,31.5
2024-11-09,27.0,32.2
2024-11-10,26.8,31.0
2024-11-11,26.1,31.1
2024-11-12,26.4,31.5
2024-11-13,27.6,34.0
2024-11-14,26.7,32.0
2024-11-15,25.6,30.3
2024-11-16,25.5,30.9
2024-11-17,25.9,33.1
2024-11-18,26.3,33.0
2024-11-19,25.7,30.8
2024-11-20,26.0,31.0
2024-11-21,25.6,31.4
2024-11-22,26.2,31.5
2024-11-23,25.9,30.5
2024-11-24,25.5,30.6
2024-11-25,24.7,29.0
2024-11-26,26.4,29.8
2024-11-27,28.0,32.8
2024-11-28,23.4,26.2
2024-11-29,20.2,23.5
2024-11-30,20.4,24.2
2024-12-01,20.2,23.8
2024-12-02,20.2,24.0
2024-12-03,20.1,24.5
2024-12-04,20.9,25.2
2024-12-05,21.6,27.0
2024-12-06,22.7,28.5
2024-12-07,23.3,28.1
2024-12-08,21.9,26.2
2024-12-09,21.2,26.5
2024-12-10,20.8,25.9
2024-12-11,21.1,25.5
2024-12-12,21.6,25.3
2024-12-13,21.5,26.0
2024-12-14,20.7,25.9
2024-12-15,18.2,21.6
2024-12-16,16.3,20.4
2024-12-17,17.6,21.9
2024-12-18,17.7,22.1
2024-12-19,17.7,21.9
2024-12-20,17.6,22.5
2024-12-21,18.0,24.3
2024-12-22,16.1,18.9
2024-12-23,17.3,22.4
2024-12-24,18.4,23.5
2024-12-25,18.7,23.4
2024-12-26,18.9,23.4
2024-12-27,19.0,23.9
2024-12-28,19.7,25.6
2024-12-29,21.3,27.3
2024-12-30,20.3,25.4
2024-12-31,21.8,26.9
2025-01-01,19.2,21.9
2025-01-02,17.5,20.6
2025-01-03,16.9,20.4
2025-01-04,16.9,21.0
2025-01-05,16.3,20.8
2025-01-06,16.2,20.8
2025-01-07,17.4,22.6
2025-01-08,18.6,23.2
2025-01-09,17.7,22.0
2025-01-10,18.3,23.5
2025-01-11,17.3,22.4
2025-01-12,18.2,23.6
2025-01-13,18.2,23.1
2025-01-14,16.9,21.0
2025-01-15,17.7,22.4
2025-01-16,17.5,22.6
2025-01-17,18.2,23.8
2025-01-18,17.5,21.4
2025-01-19,17.0,22.0
2025-01-20,17.3,22.6
2025-01-21,17.4,23.0
2025-01-22,18.4,22.5
2025-01-23,19.0,23.3
2025-01-24,19.0,22.8
2025-01-25,18.5,23.0
2025-01-26,18.6,23.4
2025-01-27,19.4,23.3
2025-01-28,19.4,23.0
2025-01-29,19.0,23.6
2025-01-30,18.3,22.0
2025-01-31,17.6,22.0
2025-02-01,17.9,23.0
2025-02-02,18.2,23.1
2025-02-03,17.5,22.8
2025-02-04,17.1,22.7
2025-02-05,17.7,22.9
2025-02-06,20.9,23.8
2025-02-07,21.5,24.9
2025-02-08,18.5,22.4
2025-02-09,17.6,21.3
2025-02-10,16.8,20.9
2025-02-11,17.7,22.8
2025-02-12,20.3,23.8
2025-02-13,22.1,28.5
2025-02-14,21.1,25.2
2025-02-15,18.8,22.6
2025-02-16,18.6,21.3
2025-02-17,20.2,22.6
2025-02-18,18.6,21.5
2025-02-19,19.0,24.4
2025-02-20,19.4,22.0
2025-02-21,20.8,26.5
2025-02-22,19.7,24.5
2025-02-23,21.7,27.1
2025-02-24,18.5,20.6
2025-02-25,16.1,18.5
2025-02-26,15.4,19.5
2025-02-27,14.8,16.4
2025-02-28,16.8,21.0
2025-03-01,18.1,23.1
2025-03-02,18.4,23.0
2025-03-03,18.2,23.0
2025-03-04,17.7,21.4
2025-03-05,21.7,24.9
2025-03-06,21.5,22.9
2025-03-07,23.3,27.1
2025-03-08,24.0,27.6
2025-03-09,21.0,24.6
2025-03-10,20.4,23.6
2025-03-11,22.5,27.5
2025-03-12,22.7,27.8
2025-03-13,22.3,27.2
2025-03-14,22.8,29.0
2025-03-15,23.3,29.8
2025-03-16,23.0,28.8
2025-03-17,23.2,28.6
2025-03-18,23.3,29.1
2025-03-19,23.7,29.7
2025-03-20,24.7,29.6
2025-03-21,25.6,33.5
2025-03-22,27.3,33.5
2025-03-23,23.3,26.0
2025-03-24,21.2,24.5
2025-03-25,20.4,24.0
2025-03-26,21.7,27.5
2025-03-27,20.9,27.9
2025-03-28,21.0,27.0
2025-03-29,22.2,28.2
2025-03-30,23.0,28.9
2025-03-31,25.2,32.0
2025-04-01,27.5,34.7
2025-04-02,29.1,36.5
2025-04-03,29.3,35.1
2025-04-04,28.8,35.3
2025-04-05,29.1,34.8
2025-04-06,29.2,35.8
2025-04-07,29.8,36.1
2025-04-08,31.4,36.5
2025-04-09,31.0,36.8
2025-04-10,29.3,35.8
2025-04-11,29.4,36.3
2025-04-12,29.4,34.8
2025-04-13,28.8,34.0
2025-04-14,29.2,36.3
2025-04-15,28.5,33.9
2025-04-16,27.1,31.5
2025-04-17,25.4,30.6
2025-04-18,25.5,30.2
2025-04-19,26.9,31.8
2025-04-20,27.5,32.2
2025-04-21,27.8,32.8
2025-04-22,29.4,34.0
2025-04-23,32.8,40.3
2025-04-24,32.3,39.8
2025-04-25,30.8,38.2
2025-04-26,29.7,36.2
2025-04-27,32.0,41.7
2025-04-28,33.1,41.1
2025-04-29,32.6,39.7
2025-04-30,32.5,39.2
2025-05-01,33.2,40.3
2025-05-02,34.4,40.3
2025-05-03,35.4,42.7
2025-05-04,35.6,44.0
2025-05-05,34.4,39.6
2025-05-06,32.8,37.0
2025-05-07,30.5,33.8
2025-05-08,31.0,35.2
2025-05-09,31.8,37.2
2025-05-10,30.8,38.5
2025-05-11,28.4,34.5
2025-05-12,30.6,37.8
2025-05-13,31.7,39.2
2025-05-14,33.0,41.2
2025-05-15,32.6,38.8
2025-05-16,34.0,41.5
2025-05-17,32.4,37.0
2025-05-18,32.1,39.2
2025-05-19,33.1,42.0
2025-05-20,36.9,45.8
2025-05-21,36.4,40.2
2025-05-22,34.3,42.5
2025-05-23,31.9,38.6
2025-05-24,35.0,42.2
2025-05-25,36.7,43.7
2025-05-26,36.7,42.2
2025-05-27,37.3,43.8
2025-05-28,36.3,44.0
2025-05-29,35.7,43.6
2025-05-30,36.6,42.5
2025-05-31,35.2,40.9
2025-06-01,35.1,41.2
2025-06-02,37.6,43.1
2025-06-03,35.2,39.0
2025-06-04,33.8,38.1
2025-06-05,33.9,39.0
2025-06-06,33.4,39.7
2025-06-07,31.5,37.8
2025-06-08,31.3,38.2
2025-06-09,31.2,37.0
2025-06-10,32.2,37.8
2025-06-11,34.3,40.5
2025-06-12,35.3,43.5
2025-06-13,36.1,45.4
2025-06-14,36.2,45.4
2025-06-15,37.5,45.5
2025-06-16,38.3,45.8
2025-06-17,37.8,44.2
2025-06-18,37.3,42.2
2025-06-19,35.7,40.0
2025-06-20,36.3,41.5
2025-06-21,35.8,42.5
2025-06-22,36.0,42.3
2025-06-23,36.7,43.6
2025-06-24,38.1,43.5
2025-06-25,38.2,42.9
2025-06-26,38.1,43.8
2025-06-27,37.2,44.5
2025-06-28,37.5,45.8
2025-06-29,38.7,46.5
2025-06-30,39.0,46.5
2025-07-01,38.8,46.0
2025-07-02,36.9,41.8
2025-07-03,37.7,42.4
2025-07-04,37.8,42.9
2025-07-05,36.9,41.7
2025-07-06,35.7,39.6
2025-07-07,35.4,41.0
2025-07-08,34.9,43.2
2025-07-09,35.8,44.5
2025-07-10,35.6,42.8
2025-07-11,33.8,40.3
2025-07-12,33.9,40.1
2025-07-13,34.4,39.4
2025-07-14,36.1,42.8
2025-07-15,37.1,43.7
2025-07-16,37.3,43.3
2025-07-17,37.3,44.4
2025-07-18,37.2,44.5
2025-07-19,38.8,44.2
2025-07-20,37.9,43.8
2025-07-21,36.4,42.7
2025-07-22,36.5,41.8
2025-07-23,39.3,45.1
2025-07-24,38.1,44.0
2025-07-25,34.7,40.0
2025-07-26,36.0,42.2
2025-07-27,36.4,43.2
2025-07-28,36.3,43.5
2025-07-29,37.0,44.0
2025-07-30,40.0,48.2
2025-07-31,40.1,44.8
2025-08-01,38.9,42.8
2025-08-02,36.3,41.7
2025-08-03,37.5,43.7
2025-08-04,35.8,40.5
2025-08-05,34.8,39.2
2025-08-06,36.6,41.8
2025-08-07,38.0,43.8
2025-08-08,37.4,44.0
2025-08-09,36.7,41.2
2025-08-10,36.1,40.5
2025-08-11,37.3,43.2
2025-08-12,38.0,44.9
2025-08-13,38.0,44.8
2025-08-14,37.4,43.9
2025-08-15,35.7,39.5
2025-08-16,36.0,39.3
2025-08-17,36.4,42.7
2025-08-18,36.1,41.2
2025-08-19,36.3,42.2
2025-08-20,35.6,40.8
2025-08-21,35.5,39.0
2025-08-22,36.6,42.2
2025-08-23,37.3,43.8
2025-08-24,37.2,45.2
2025-08-25,38.4,45.8
2025-08-26,37.0,43.6
2025-08-27,35.4,39.7
2025-08-28,35.0,39.7
2025-08-29,35.8,41.5
2025-08-30,36.1,43.5
2025-08-31,35.2,40.8
2025-09-01,35.6,41.3
2025-09-02,37.4,43.5
2025-09-03,34.8,39.3
2025-09-04,34.0,36.5
2025-09-05,34.9,39.8
2025-09-06,36.0,40.7
2025-09-07,38.1,45.1
2025-09-08,38.3,44.9
2025-09-09,36.4,43.9
2025-09-10,34.3,40.0
2025-09-11,33.3,39.3
2025-09-12,33.6,38.1
2025-09-13,34.2,37.8
2025-09-14,33.8,36.5
2025-09-15,34.1,37.3
2025-09-16,34.2,40.5
2025-09-17,34.0,40.0
2025-09-18,36.7,43.8
2025-09-19,36.0,44.6
2025-09-20,33.0,38.2
2025-09-21,33.1,38.8
2025-09-22,34.0,40.0
2025-09-23,35.6,40.6
2025-09-24,33.7,38.6
2025-09-25,32.8,38.0
2025-09-26,31.2,36.3
2025-09-27,31.2,35.3
2025-09-28,33.0,37.8
2025-09-29,34.1,39.3
2025-09-30,33.1,38.3
2025-10-01,34.1,40.5
2025-10-02,32.6,37.5
2025-10-03,30.8,37.0
2025-10-04,30.7,37.8
2025-10-05,29.8,35.5
2025-10-06,30.4,36.7
2025-10-07,31.1,36.7
2025-10-08,30.7,35.9
2025-10-09,31.1,35.5
2025-10-10,31.0,37.2
2025-10-11,30.8,36.3
2025-10-12,30.1,34.2
2025-10-13,30.4,35.0
2025-10-14,30.2,34.2
2025-10-15,30.1,36.5
2025-10-16,29.3,34.0
2025-10-17,29.2,34.3
2025-10-18,29.5,34.6
2025-10-19,29.4,34.6
2025-10-20,30.5,36.8
2025-10-21,29.4,34.9
2025-10-22,28.7,33.5
2025-10-23,29.3,35.0
2025-10-24,29.1,35.7
2025-10-25,28.5,34.5
2025-10-26,28.9,36.3
2025-10-27,28.9,35.2
2025-10-28,28.6,33.2
2025-10-29,27.8,32.2
2025-10-30,27.1,31.3
2025-10-31,27.2,31.5
2025-11-01,27.3,32.1
2025-11-02,27.4,32.6
2025-11-03,26.6,32.0
2025-11-04,26.6,31.9
2025-11-05,27.0,31.5
2025-11-06,26.8,31.8
2025-11-07,26.8,31.0
2025-11-08,27.3,31.6
2025-11-09,26.9,31.6
2025-11-10,25.0,30.4
2025-11-11,25.1,30.4
2025-11-12,25.4,29.9
2025-11-13,24.9,29.5
2025-11-14,24.8,29.8
2025-11-15,25.6,31.1
2025-11-16,26.7,31.8
2025-11-17,26.2,30.6
2025-11-18,27.2,32.8
2025-11-19,26.6,31.1
2025-11-20,25.7,30.8
2025-11-21,25.9,31.1
2025-11-22,24.7,29.8
2025-11-23,23.9,28.8
2025-11-24,24.2,30.0
2025-11-25,23.8,29.0
2025-11-26,23.8,29.0
2025-11-27,23.6,28.5
2025-11-28,23.4,28.3
2025-11-29,23.1,28.4
2025-11-30,22.4,26.9
2025-12-01,22.8,27.6
2025-12-02,22.5,27.9
2025-12-03,22.8,28.6
2025-12-04,22.9,27.5
2025-12-05,24.4,28.7
2025-12-06,23.3,27.0
2025-12-07,23.3,27.5
2025-12-08,24.0,28.0
2025-12-09,24.1,28.5
2025-12-10,25.1,28.4
2025-12-11,24.8,27.8
2025-12-12,25.4,29.2
2025-12-13,23.6,26.3
2025-12-14,20.7,23.5
2025-12-15,22.1,25.2
2025-12-16,19.1,22.1
2025-12-17,19.5,23.1
2025-12-18,18.9,24.0
2025-12-19,14.3,17.2
2025-12-20,14.3,17.1
2025-12-21,17.8,22.1
2025-12-22,19.5,23.5
2025-12-23,19.4,23.1
2025-12-24,18.5,23.0
2025-12-25,18.4,23.5
2025-12-26,19.3,23.6
2025-12-27,20.4,24.0
2025-12-28,22.4,25.1
2025-12-29,21.8,25.9
2025-12-30,19.8,24.5
2025-12-31,17.2,19.9
2026-01-01,16.9,22.3
2026-01-02,18.8,25.4
2026-01-03,19.7,26.8
2026-01-04,19.3,23.3
2026-01-05,17.3,22.1
2026-01-06,17.5,22.4
2026-01-07,17.5,21.9
2026-01-08,18.2,23.0
2026-01-09,18.2,23.4
2026-01-10,18.6,23.9
2026-01-11,18.4,23.4
2026-01-12,18.4,22.9
2026-01-13,18.5,23.8
2026-01-14,21.1,26.0
2026-01-15,19.3,22.2
2026-01-16,16.5,20.0
2026-01-17,15.2,19.5
2026-01-18,16.5,22.2
2026-01-19,18.2,23.8
2026-01-20,18.8,23.6
2026-01-21,16.0,19.5
2026-01-22,15.2,18.9
2026-01-23,15.8,20.1
2026-01-24,17.0,21.2
2026-01-25,19.2,24.5
2026-01-26,17.1,21.6
2026-01-27,17.1,22.0
2026-01-28,17.7,22.8
2026-01-29,20.4,26.0
2026-01-30,18.9,23.5
2026-01-31,17.9,23.2
2026-02-01,20.1,26.8
2026-02-02,21.2,28.0
2026-02-03,19.8,25.5
2026-02-04,21.8,27.4
2026-02-05,19.4,22.9
2026-02-06,18.8,22.2
2026-02-07,20.0,21.7
2026-02-08,22.4,27.9
2026-02-09,21.7,26.8
2026-02-10,22.3,29.2
2026-02-11,22.6,28.1
2026-02-12,22.1,27.5
2026-02-13,23.0,29.0
2026-02-14,23.5,30.4
2026-02-15,23.9,31.0
2026-02-16,21.3,25.1
2026-02-17,21.4,27.7
2026-02-18,21.0,27.1
2026-02-19,22.4,28.5
2026-02-20,23.0,28.9
2026-02-21,22.9,29.0
2026-02-22,22.6,29.8
2026-02-23,22.3,29.4
2026-02-24,22.6,29.9
2026-02-25,22.5,27.4
2026-02-26,21.0,26.2
2026-02-27,20.9,27.0
2026-02-28,22.3,27.2
2026-03-01,22.7,26.4
2026-03-02,22.2,26.4
2026-03-03,21.7,24.5
2026-03-04,19.6,21.0
2026-03-05,19.4,23.8
2026-03-06,20.0,25.4
2026-03-07,21.7,28.2
2026-03-08,20.7,24.2
2026-03-09,22.2,26.6
2026-03-10,21.2,23.5
2026-03-11,21.5,24.6
2026-03-12,22.2,25.4
2026-03-13,23.8,28.0
